record_key,screen_class,evidence_tier,species_scope,species_basis,screen_basis,review_status,title,authors,journal,publication_year,publication_types,is_preprint,has_preprint_version,linked_published_doi,doi,pmid,pmcid,cited_by_count,abstract_available,human_evidence,exercise_evidence,metabolomics_evidence,genetics_evidence,cpet_evidence,actigraphy_evidence,body_composition_evidence,diet_evidence,intervention_design,subject_term_evidence,homonym_risk,data_availability_evidence,accessions_in_record_text,source_systems,cross_source_conflicts,record_url,source_urls
doi:10.3390/nu16213664,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Preparation Process Optimization of Glycolipids from Dendrobium officinale and the Difference in Antioxidant Effects Compared with Ascorbic Acid,"Long Y, Yang J, Ji H, Han X, Fan Y, Dai K, Ji H, Yu J.",Nutrients,2024,comparative study; journal article; research-article,false,false,,10.3390/nu16213664,39519497,PMC11547321,2,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39519497,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1002/ptr.70152,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,Hydroxysafflor Yellow A Promotes Lac-Phe Synthesis to Suppress GIP and Ameliorate Obesity in DIO Mice,"Hu W, Yan K, Lyu X, Hou R, Jiang Y, Guo X, Zhou Z, Zhao Y, Wang L, Yang H, Zhu H, Pan H, Yang Q, Gong F.",Phytotherapy research : PTR,2026,journal article,false,false,,10.1002/ptr.70152,41432714,,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41432714,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1016/j.redox.2026.104210,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Vespakinin-M delineates an AMPK/mTOR-arginine-TCA cycle axis to act as an immunometabolic switch in post-stroke microglia,"Wang D, Zhang J, Zhuang Z, Wang Q, Li J, Wang X, Li K, Liu Y, Cao Y, Li L, Zhang Y, Zhao Y, Zhao Y, Zhao H, Zhang C.",Redox biology,2026,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1016/j.redox.2026.104210,42166856,PMC13214344,,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/42166856,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1038/s41398-026-04106-2,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,Lac-Phe elicits anxiolytic-like effects associated with monoaminergic signaling in mice,"Suzuki S, Chiba K, Kanzaki H, Takahashi H, Yamazaki Y, Takahashi N, Naoi M, Kise R, Inoue A, Tsuzuki K, Seto Y, Nakamura TJ, Kaneko K.",Translational psychiatry,2026,journal article,false,false,,10.1038/s41398-026-04106-2,42215433,,,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/42215433,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1093/jas/skag164,animal_or_invitro_mechanistic,peer_reviewed_primary,other_animal,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,Bacillus cell‑free supernatants support canine epithelial barrier function and stress adaptation through anti-inflammatory and anti-apoptotic mechanisms,"Udrea AC, Larsen KB, Schwarzenberg A, Yde Bak S, Christensen N, Shen C.",Journal of animal science,2026,journal article; research-article,false,false,,10.1093/jas/skag164,42166757,PMC13238733,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_abstract,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/42166757,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.2139/ssrn.6291466,animal_or_invitro_mechanistic,preprint_not_peer_reviewed,rodent,title_abstract_text,tier=preprint_not_peer_reviewed; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,N-Lactoyl-Phenylalanine: An Exercise-Inducible Metabolite that Suppresses Feeding and Obesity - Species Dependence and Compound Characterization,"Le Foll C, Baldassari C, Mazzini G, Serra G, Laino T, Curioni A, Lutz T",,2026,posted-content,true,true,,10.2139/ssrn.6291466,,,,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref,,https://doi.org/10.2139/ssrn.6291466,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance
doi:10.3389/fimmu.2026.1734997,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,"Lithospermic acid, a novel KLK5 inhibitor, ameliorates rosacea by suppressing the TLR4/NF-κB signaling pathway and rectifying phenylalanine metabolism","Xu J, Wang X, Chen M, Xu B, Zhang T, Zhang Y, Xu Y, Guo J, Xu J, Li Y, Zhao J, Zhou H.",Frontiers in immunology,2026,journal article; research-article,false,false,,10.3389/fimmu.2026.1734997,41668756,PMC12883415,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41668756,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3390/metabo16050335,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,The Effect of Angiotensin (1-7) on Serum Metabolomics in Obese Type 2 Diabetic Mice,"Chen Q, Sun M, Wang H, Lu C.",Metabolites,2026,journal article; research-article,false,false,,10.3390/metabo16050335,42188044,PMC13208174,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/42188044,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/microorganisms14030652,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,"Effects of Galacto-Oligosaccharide Supplementation on Cecal Microbiota, Phospholipid and Aromatic Amino Acid Metabolism in Mice","Gao Z, Wang J, Cheng Z, Zha Z, Xu T, Yang K, Zhao T, Jiang J, Zheng P, Pi Y, Tian S.",Microorganisms,2026,journal article; research-article,false,false,,10.3390/microorganisms14030652,41900411,PMC13029313,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41900411,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1038/s41522-025-00793-9,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Genomic insights and metabolic profiling of gut commensal Luoshenia tenuis at strain level,"Sun XW, Huang HJ, Zhao YZ, Chen HY, Wang CY, Zhou Z, Jiang Y, Han RY, Jiang H, Liu C, Liu SJ.",NPJ biofilms and microbiomes,2025,journal article; research-article,false,false,,10.1038/s41522-025-00793-9,40764512,PMC12325933,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40764512,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1210/jendso/bvaf149.193,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,SUN-684 Anti-Obesity Effects of HSYA through Inducing Lac-Phe and Inhibiting GIP,"Hu W, Yan K, Lyu X, Guo X, Zhou Z, Zhao Y, Wang L, Yang H, Zhu H, Pan H, Yang Q, Gong F",Journal of the Endocrine Society,2025,journal-article,false,false,,10.1210/jendso/bvaf149.193,,,,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref,,https://doi.org/10.1210/jendso/bvaf149.193,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance
doi:10.1128/mr.57.1.50-108.1993,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,The complete general secretory pathway in gram-negative bacteria,Pugsley AP.,Microbiological reviews,1993,"journal article; research support, non-u.s. gov't; research-article; review",false,false,,10.1128/mr.57.1.50-108.1993,8096622,PMC372901,1124,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/8096622,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1
doi:10.1016/j.mcpro.2023.100561,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Multi-Omics Profiling for Health,"Babu M, Snyder M.",Molecular & cellular proteomics : MCP,2023,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; review; review-article",false,false,,10.1016/j.mcpro.2023.100561,37119971,PMC10220275,238,true,yes:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/37119971,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1038/s41580-023-00606-x,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Exercise metabolism and adaptation in skeletal muscle,"Smith JAB, Murach KA, Dyar KA, Zierath JR.",Nature reviews. Molecular cell biology,2023,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article; review",false,false,,10.1038/s41580-023-00606-x,37225892,PMC10527431,204,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,interventional_exercise_bout_or_program,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/37225892,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
